Level	Life	Ability	Attack	Defense	Hit	Dodge	Crit	Resist	Cost
293	225								
294	225								
295	225								
296	225								
297	225								
298	225								
299	225								
300	225								
301	300								
302	300								
303	300								
304	300								
305	300								
306	300								
307	300								
308	300								
309	300								
310	300								
311	300								
312	300								
313	300								
314	300								
315	300								
316	300								
317	300								
318	300								
319	300								
320	300								
321	300								
322	300								
323	300								
324	300								
325	300								
326	300								
327	300								
328	300								
329	300								
330	300								
331	300								
332	300								
333	300								
334	300								
335	300								
336	300								
337	300								
338	300								
339	300								
340	300								
341	300								
342	300								
343	300								
344	300								
345	300								
346	300								
347	300								
348	300								
349	300								
350	300								
351	300								
352	300								
353	300								
354	300								
355	300								
356	300								
357	300								
358	300								
359	300								
360	300								
361	300								
362	300								
363	300								
364	300								
365	300								
366	300								
367	300								
368	300								
369	300								
370	300								
371	300								
372	300								
373	300								
374	300								
375	300								
376	300								
377	300								
378	300								
379	300								
380	300								
381	300								
382	300								
383	300								
384	300								
385	300								
386	300								
387	300								
388	300								
389	300								
390	300								
391	300								
392	300								
393	300								
394	300								
395	300								
396	300								
397	300								
398	300								
399	300								
400	300								
401	300								
402	300								
403	300								
404	300								
405	300								
406	300								
407	300								
408	300								
409	300								
410	300								
411	300								
412	300								
413	300								
414	300								
415	300								
416	300								
417	300								
418	300								
419	300								
420	300								
421	300								
422	300								
423	300								
424	300								
425	300								
426	300								
427	300								
428	300								
429	300								
430	300								
431	300								
432	300								
433	300								
434	300								
435	300								
436	300								
437	300								
438	300								
439	300								
440	300								
441	300								
442	300								
443	300								
444	300								
445	300								
446	300								
447	300								
448	300								
449	300								
450	300								
451	300								
452	300								
453	300								
454	300								
455	300								
456	300								
457	300								
458	300								
459	300								
460	300								
461	300								
462	300								
463	300								
464	300								
465	300								
466	300								
467	300								
468	300								
469	300								
470	300								
471	300								
472	300								
473	300								
474	300								
475	300								
476	300								
477	300								
478	300								
479	300								
480	300								
481	300								
482	300								
483	300								
484	300								
485	300								
486	300								
487	300								
488	300								
489	300								
490	300								
491	300								
492	300								
493	300								
494	300								
495	300								
496	300								
497	300								
498	300								
499	300								
500	300								
501	375								
502	375								
503	375								
504	375								
505	375								
506	375								
507	375								
508	375								
509	375								
510	375								
511	375								
512	375								
513	375								
514	375								
515	375								
516	375								
517	375								
518	375								
519	375								
520	375								
521	375								
522	375								
523	375								
524	375								
525	375								
526	375								
527	375								
528	375								
529	375								
530	375								
531	375								
532	375								
533	375								
534	375								
535	375								
536	375								
537	375								
538	375								
539	375								
540	375								
541	375								
542	375								
543	375								
544	375								
545	375								
546	375								
547	375								
548	375								
549	375								
550	375								
551	375								
552	375								
553	375								
554	375								
555	375								
556	375								
557	375								
558	375								
559	375								
560	375								
561	375								
562	375								
563	375								
564	375								
565	375								
566	375								
567	375								
568	375								
569	375								
570	375								
571	375								
572	375								
573	375								
574	375								
575	375								
576	375								
577	375								
578	375								
579	375								
580	375								
581	375								
582	375								
583	375								
584	375								
585	375								
586	375								
587	375								
588	375								
589	375								
590	375								
591	375								
592	375								
593	375								
594	375								
595	375								
596	375								
597	375								
598	375								
599	375								
600	375								
601	375								
602	375								
603	375								
604	375								
605	375								
606	375								
607	375								
608	375								
609	375								
610	375								
611	375								
612	375								
613	375								
614	375								
615	375								
616	375								
617	375								
618	375								
619	375								
620	375								
621	375								
622	375								
623	375								
624	375								
625	375								
626	375								
627	375								
628	375								
629	375								
630	375								
631	375								
632	375								
633	375								
634	375								
635	375								
636	375								
637	375								
638	375								
639	375								
640	375								
641	375								
642	375								
643	375								
644	375								
645	375								
646	375								
647	375								
648	375								
649	375								
650	375								
651	375								
652	375								
653	375								
654	375								
655	375								
656	375								
657	375								
658	375								
659	375								
660	375								
661	375								
662	375								
663	375								
664	375								
665	375								
666	375								
667	375								
668	375								
669	375								
670	375								
671	375								
672	375								
673	375								
674	375								
675	375								
676	375								
677	375								
678	375								
679	375								
680	375								
681	375								
682	375								
683	375								
684	375								
685	375								
686	375								
687	375								
688	375								
689	375								
690	375								
691	375								
692	375								
693	375								
694	375								
695	375								
696	375								
697	375								
698	375								
699	375								
700	375								
701	375								
702	375								
703	375								
704	375								
705	375								
706	375								
707	375								
708	375								
709	375								
710	375								
711	375								
712	375								
713	375								
714	375								
715	375								
716	375								
717	375								
718	375								
719	375								
720	375								
721	375								
722	375								
723	375								
724	375								
725	375								
726	375								
727	375								
728	375								
729	375								
730	375								
731	375								
732	375								
733	375								
734	375								
735	375								
736	375								
737	375								
738	375								
739	375								
740	375								
741	375								
742	375								
743	375								
744	375								
745	375								
746	375								
747	375								
748	375								
749	375								
750	375								
10000	1000								50
10001	3000								100
10002	5000								150
10003	10000								200
10004	20000								250
