Name	Desc	Genre	DetailType	ParticularType	Icon	View	Intro	CurrencyType	Price	Stack	ItemValue	MakeCost	BindType	Valuable	CanTrade	CanDestroy	ReqLevel	Quality	ClassName	ForbidType	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
完美头饰锻造书	\r<color=yellow>橙品头饰升级为金品所需的锻造书\r<color=green>获得方式：\r通关单人困难副本\r\r<color=cyan>在装备升级面板中使用	18	4	71			橙装头饰升级所必须的锻造书	1	500	100								6													
完美衣服锻造书	\r<color=yellow>橙品衣服升级为金品所需的锻造书\r<color=green>获得方式：\r通关单人困难副本\r\r<color=cyan>在装备升级面板中使用	18	4	72			橙装衣服升级所必须的锻造书	1	500	100								6													
完美腰带锻造书	\r<color=yellow>橙品腰带升级为金品所需的锻造书\r<color=green>获得方式：\r通关单人困难副本\r\r<color=cyan>在装备升级面板中使用	18	4	73			橙装腰带升级所必须的锻造书	1	500	100								6													
下仙精魄	\r<color=yellow>用于在合成面板中合成1品神仙	18	4	74			合成神仙材料	1	500	999								1													
仙官精魄	\r<color=yellow>用于在合成面板中合成2品神仙	18	4	75			合成神仙材料	1	500	999								2													
上仙精魄	\r<color=yellow>用于在合成面板中合成3品神仙	18	4	76			合成神仙材料	1	500	999								3													
仙灵精魄	\r<color=yellow>用于在合成面板中合成4品神仙	18	4	77			合成神仙材料	1	500	999								4													
仙尊精魄	\r<color=yellow>用于在合成面板中合成5品神仙	18	4	78			合成神仙材料	1	500	999								5													
上古仙尊精魄	\r<color=yellow>用于在合成面板中合成6品神仙	18	4	79			合成神仙材料	1	500	999								6													
初级锻造残页	\r<color=yellow>合成初级装备锻造书的材料，在合成面板使用	18	4	80			合成神仙材料	1	500	999								2													
中级锻造残页	\r<color=yellow>合成中级装备锻造书的材料，在合成面板使用	18	4	81			合成神仙材料	1	500	999								3													
高级锻造残页	\r<color=yellow>合成高级装备锻造书的材料，在合成面板使用	18	4	82			合成神仙材料	1	500	999								4													
顶级锻造残页	\r<color=yellow>合成顶级装备锻造书的材料，在合成面板使用	18	4	83			合成神仙材料	1	500	999								5													
完美锻造残页	\r<color=yellow>合成完美装备锻造书的材料，在合成面板使用	18	4	84			合成神仙材料	1	500	999								6													
仙羽	\r<color=yellow>传说中羽化登仙时神仙脱落的羽毛。可以取消时装翅膀的时间限制，在合成面板使用	18	4	85			合成神仙材料	1	500	999								4													
传国玉玺	\r<color=yellow>可以取消时装：神皇套装的时间限制，在合成面板使用	18	4	86			合成神仙材料	1	500	999								4													
金鳞甲	\r<color=yellow>传说中神龙的鳞甲。可以取消时装衣服的时间限制，在合成面板使用	18	4	87			合成神仙材料	1	500	999								4													
幽冥火	\r<color=yellow>来自地府的幽冥火焰。可以取消时装足迹的时间限制，在合成面板使用	18	4	88			合成神仙材料	1	500	999								4													
江湖令	\r<color=yellow>可以合成至尊令，在合成面板使用。至尊令用来进入至尊副本	18	4	89			合成神仙材料	1	500	999								2													
甘草	\r<color=yellow>初级灵草，用于合成初级属性丹，在合成界面中使用	18	4	90			合成神仙材料	1	500	999								2													
蛇涎草	\r<color=yellow>初级灵草，用于合成初级属性丹，在合成界面中使用	18	4	91			合成神仙材料	1	500	999								2													
百味果	\r<color=yellow>初级灵草，用于合成初级属性丹，在合成界面中使用	18	4	92			合成神仙材料	1	500	999								2													
仙鹿茸	\r<color=yellow>中级灵草，用于合成中级属性丹，在合成界面中使用	18	4	93			合成神仙材料	1	500	999								3													
灵虫草	\r<color=yellow>中级灵草，用于合成中级属性丹，在合成界面中使用	18	4	94			合成神仙材料	1	500	999								3													
金蝉蜕	\r<color=yellow>中级灵草，用于合成中级属性丹，在合成界面中使用	18	4	95			合成神仙材料	1	500	999								3													
千年人参	\r<color=yellow>高级灵草，用于合成高级属性丹，在合成界面中使用	18	4	96			合成神仙材料	1	500	999								4													
血灵芝	\r<color=yellow>高级灵草，用于合成高级属性丹，在合成界面中使用	18	4	97			合成神仙材料	1	500	999								4													
天山雪莲	\r<color=yellow>高级灵草，用于合成高级属性丹，在合成界面中使用	18	4	98			合成神仙材料	1	500	999								4													
