PointClass	X	Y	Z	FaceDirection
pos6	3026	5379	1048576	0
pos6	2933	5404	1048576	0
pos6	2910	5592	1048576	0
pos6	3088	5507	1048576	0
pos6	3070	5658	1048576	0
pos6	2950	5713	1048576	0
pos6	3137	5526	1048576	0
pos6	2776	5198	1048576	0
pos6	2637	5367	1048576	0
pos7	1998	5744	1048576	0
pos7	1969	5648	1048576	0
pos7	2022	5534	1048576	0
pos7	2181	5738	1048576	0
pos7	2293	5645	1048576	0
pos7	2378	5453	1048576	0
pos7	2258	5345	1048576	0
pos7	2200	5555	1048576	0
pos7	2070	5307	1048576	0
pos7	2128	5198	1048576	0
pos7	2287	5207	1048576	0
pos7	2506	5151	1048576	0
pos8	2332	4201	1048576	0
pos8	2138	4211	1048576	0
pos8	1978	4165	1048576	0
pos8	2212	4092	1048576	0
pos8	2309	4071	1048576	0
pos8	2436	3915	1048576	0
pos8	2298	3905	1048576	0
pos8	2140	3957	1048576	0
pos8	2083	3857	1048576	0
pos8	2344	3780	1048576	0
pos8	2428	3606	1048576	0
pos8	2272	3619	1048576	0
pos8	2127	3658	1048576	0
pos8	1927	3646	1048576	0
pos8	1902	3562	1048576	0
pos8	2037	3552	1048576	0
pos8	2129	3527	1048576	0
pos8	2339	3434	1048576	0
pos8	2228	3406	1048576	0
pos9	3107	3522	1048576	0
pos9	3121	3594	1048576	0
pos9	3144	3678	1048576	0
pos9	3196	3864	1048576	0
pos9	3208	4071	1048576	0
pos9	3169	3993	1048576	0
pos9	3047	4176	1048576	0
pos9	2865	4274	1048576	0
pos9	2746	4255	1048576	0
pos9	2805	4119	1048576	0
pos9	2769	4040	1048576	0
pos9	2850	3832	1048576	0
pos9	2943	3630	1048576	0
pos9	2932	3781	1048576	0
pos9	2933	3927	1048576	0
pos9	3037	3962	1048576	0
pos10	3742	3064	1048576	0
pos10	3717	2912	1048576	0
pos10	3868	2970	1048576	0
pos10	3916	3037	1048576	0
pos10	4018	3016	1048576	0
pos10	4016	2825	1048576	0
pos10	3943	2864	1048576	0
pos10	3802	2810	1048576	0
pos10	3770	2645	1048576	0
pos10	3879	2664	1048576	0
pos10	3984	2705	1048576	0
pos10	4137	2786	1048576	0
pos10	4174	2871	1048576	0
pos10	4298	2719	1048576	0
pos10	4246	2627	1048576	0
pos10	4351	2547	1048576	0
pos10	4209	2518	1048576	0
pos10	4091	2437	1048576	0
pos10	3934	2465	1048576	0
pos10	3761	2424	1048576	0
pos10	3768	2600	1048576	0
pos10	3909	2560	1048576	0
pos10	4010	2568	1048576	0
pos10	4086	2351	1048576	0
pos10	4264	2240	1048576	0
pos10	4376	2361	1048576	0
pos10	4405	2405	1048576	0
pos11	5176	1955	1048576	0
pos11	5224	1730	1048576	0
pos11	5356	1588	1048576	0
pos11	5502	1601	1048576	0
pos11	5358	1773	1048576	0
pos11	5312	1975	1048576	0
pos11	5492	1724	1048576	0
pos11	5662	1532	1048576	0
pos11	5746	1630	1048576	0
pos11	5604	1785	1048576	0
pos11	5454	2076	1048576	0
pos11	5402	2033	1048576	0
pos11	5615	1942	1048576	0
pos11	5782	1764	1048576	0
pos11	5751	1915	1048576	0
pos11	5670	1978	1048576	0
pos11	5458	2316	1048576	0
pos12	5989	1809	1048576	0
pos12	5919	1957	1048576	0
pos12	5921	2042	1048576	0
pos12	5834	2303	1048576	0
pos12	5975	2232	1048576	0
pos12	6002	2116	1048576	0
pos12	6070	1976	1048576	0
pos12	6104	1896	1048576	0
pos12	6251	1838	1048576	0
pos12	6155	2042	1048576	0
pos12	6146	2113	1048576	0
pos12	6256	2152	1048576	0
pos12	6261	1980	1048576	0
pos12	6325	1969	1048576	0
pos12	6426	2096	1048576	0
pos12	6389	2191	1048576	0
pos12	6059	2278	1048576	0
pos13	1607	1816	1048576	0
pos13	1700	1688	1048576	0
pos13	1838	1639	1048576	0
pos13	2024	1603	1048576	0
pos13	2078	1721	1048576	0
pos13	2054	1864	1048576	0
pos13	1945	1734	1048576	0
pos13	1861	1840	1048576	0
pos13	1607	2009	1048576	0
pos13	1777	1967	1048576	0
pos13	1851	1975	1048576	0
pos13	1816	2117	1048576	0
pos13	1738	2136	1048576	0
pos13	1528	2304	1048576	0
pos13	1721	2277	1048576	0
pos13	1946	2179	1048576	0
pos13	1864	2337	1048576	0
pos13	1724	2387	1048576	0
pos13	1667	2556	1048576	0
pos13	1869	2360	1048576	0
pos14	2432	2626	1048576	0
pos14	2304	2679	1048576	0
pos14	2229	2684	1048576	0
pos14	2399	2572	1048576	0
pos14	2490	2411	1048576	0
pos14	2315	2503	1048576	0
pos14	2189	2637	1048576	0
pos14	1932	2748	1048576	0
pos14	1844	2691	1048576	0
pos14	2028	2612	1048576	0
pos14	2056	2554	1048576	0
pos14	2211	2382	1048576	0
pos14	2368	2255	1048576	0
pos14	2309	2165	1048576	0
pos14	2213	2298	1048576	0
pos14	2094	2400	1048576	0
pos14	1800	2558	1048576	0
pos14	1601	2577	1048576	0
pos14	1683	2430	1048576	0
pos14	1779	2344	1048576	0
pos14	1959	2131	1048576	0
pos14	2147	1972	1048576	0
pos14	2328	1857	1048576	0
pos14	2094	2148	1048576	0
boss	1996	1990	1048576	0
boss	2781	3827	1048576	0
boss	5007	4980	1048576	0
boss	6875	6074	1048576	0
boss	5748	3214	1048576	0
boss	5550	1803	1048576	0
boss	4042	2293	1048576	0
boss	1840	2121	1048576	0
chuangsong	7136	2728	1048576	0
