Level	Desc	IsSave	IsSync	OverlayDay	AutoGive	FightingSpirit	Exp	Energy	Silver	Prestige	Item1	Item1AmountMin	Item1AmountMax	Item1Rate	Item1TimeOut	Item2	Item2AmountMin	Item2AmountMax	Item2Rate	Item2TimeOut	Item3	Item3AmountMin	Item3AmountMax	Item3Rate	Item3TimeOut	Item4	Item4AmountMin	Item4AmountMax	Item4Rate	Item4TimeOut	Item5	Item5AmountMin	Item5AmountMax	Item5Rate	Item5TimeOut	Item6	Item6AmountMin	Item6AmountMax	Item6Rate	Item6TimeOut	Item7	Item7AmountMin	Item7AmountMax	Item7Rate	Item7TimeOut	Item8	Item8AmountMin	Item8AmountMax	Item8Rate	Item8TimeOut	Item9	Item9AmountMin	Item9AmountMax	Item9Rate	Item9TimeOut	Item10	Item10AmountMin	Item10AmountMax	Item10Rate	Item10TimeOut
63	第63名	1	1	1	0	8530			33850																																																			
64	第64名	1	1	1	0	8500			33800																																																			
65	第65名	1	1	1	0	8480			33750																																																			
66	第66名	1	1	1	0	8450			33700																																																			
67	第67名	1	1	1	0	8430			33650																																																			
68	第68名	1	1	1	0	8400			33600																																																			
69	第69名	1	1	1	0	8380			33550																																																			
70	第70名	1	1	1	0	8350			33500																																																			
71	第71名	1	1	1	0	8330			33450																																																			
72	第72名	1	1	1	0	8300			33400																																																			
73	第73名	1	1	1	0	8280			33350																																																			
74	第74名	1	1	1	0	8250			33300																																																			
75	第75名	1	1	1	0	8230			33250																																																			
76	第76名	1	1	1	0	8200			33200																																																			
77	第77名	1	1	1	0	8180			33150																																																			
78	第78名	1	1	1	0	8160			33100																																																			
79	第79名	1	1	1	0	8130			33050																																																			
80	第80名	1	1	1	0	8110			33000																																																			
81	第81名	1	1	1	0	8090			32950																																																			
82	第82名	1	1	1	0	8060			32900																																																			
83	第83名	1	1	1	0	8040			32850																																																			
84	第84名	1	1	1	0	8020			32800																																																			
85	第85名	1	1	1	0	7990			32750																																																			
86	第86名	1	1	1	0	7970			32700																																																			
87	第87名	1	1	1	0	7950			32650																																																			
88	第88名	1	1	1	0	7930			32600																																																			
89	第89名	1	1	1	0	7900			32550																																																			
90	第90名	1	1	1	0	7880			32500																																																			
91	第91名	1	1	1	0	7860			32450																																																			
92	第92名	1	1	1	0	7840			32400																																																			
93	第93名	1	1	1	0	7820			32350																																																			
94	第94名	1	1	1	0	7790			32300																																																			
95	第95名	1	1	1	0	7770			32250																																																			
96	第96名	1	1	1	0	7750			32200																																																			
97	第97名	1	1	1	0	7730			32150																																																			
98	第98名	1	1	1	0	7710			32100																																																			
99	第99名	1	1	1	0	7690			32050																																																			
100	第100名	1	1	1	0	7667			32000																																																			
101	第101名	1	1	1	0	7653			31950																																																			
102	第102名	1	1	1	0	7640			31900																																																			
103	第103名	1	1	1	0	7626			31850																																																			
104	第104名	1	1	1	0	7612			31800																																																			
105	第105名	1	1	1	0	7598			31750																																																			
106	第106名	1	1	1	0	7585			31700																																																			
107	第107名	1	1	1	0	7571			31650																																																			
108	第108名	1	1	1	0	7557			31600																																																			
109	第109名	1	1	1	0	7544			31550																																																			
110	第110名	1	1	1	0	7530			31500																																																			
111	第111名	1	1	1	0	7517			31450																																																			
112	第112名	1	1	1	0	7504			31400																																																			
113	第113名	1	1	1	0	7490			31350																																																			
114	第114名	1	1	1	0	7477			31300																																																			
115	第115名	1	1	1	0	7464			31250																																																			
116	第116名	1	1	1	0	7451			31200																																																			
117	第117名	1	1	1	0	7437			31150																																																			
118	第118名	1	1	1	0	7424			31100																																																			
119	第119名	1	1	1	0	7411			31050																																																			
120	第120名	1	1	1	0	7398			31000																																																			
121	第121名	1	1	1	0	7385			30950																																																			
122	第122名	1	1	1	0	7372			30900																																																			
123	第123名	1	1	1	0	7360			30850																																																			
124	第124名	1	1	1	0	7347			30800																																																			
125	第125名	1	1	1	0	7334			30750																																																			
126	第126名	1	1	1	0	7321			30700																																																			
127	第127名	1	1	1	0	7309			30650																																																			
128	第128名	1	1	1	0	7296			30600																																																			
129	第129名	1	1	1	0	7283			30550																																																			
130	第130名	1	1	1	0	7271			30500																																																			
131	第131名	1	1	1	0	7258			30450																																																			
132	第132名	1	1	1	0	7246			30400																																																			
133	第133名	1	1	1	0	7233			30350																																																			
134	第134名	1	1	1	0	7221			30300																																																			
135	第135名	1	1	1	0	7209			30250																																																			
136	第136名	1	1	1	0	7196			30200																																																			
137	第137名	1	1	1	0	7184			30150																																																			
138	第138名	1	1	1	0	7172			30100																																																			
139	第139名	1	1	1	0	7160			30050																																																			
140	第140名	1	1	1	0	7147			30000																																																			
141	第141名	1	1	1	0	7135			29950																																																			
142	第142名	1	1	1	0	7123			29900																																																			
143	第143名	1	1	1	0	7111			29850																																																			
144	第144名	1	1	1	0	7099			29800																																																			
145	第145名	1	1	1	0	7087			29750																																																			
146	第146名	1	1	1	0	7076			29700																																																			
147	第147名	1	1	1	0	7064			29650																																																			
148	第148名	1	1	1	0	7052			29600																																																			
149	第149名	1	1	1	0	7040			29550																																																			
150	第150名	1	1	1	0	7028			29500																																																			
151	第151名	1	1	1	0	7017			29450																																																			
152	第152名	1	1	1	0	7005			29400																																																			
153	第153名	1	1	1	0	6993			29350																																																			
154	第154名	1	1	1	0	6982			29300																																																			
155	第155名	1	1	1	0	6970			29250																																																			
156	第156名	1	1	1	0	6959			29200																																																			
157	第157名	1	1	1	0	6947			29150																																																			
158	第158名	1	1	1	0	6936			29100																																																			
159	第159名	1	1	1	0	6925			29050																																																			
160	第160名	1	1	1	0	6913			29000																																																			
161	第161名	1	1	1	0	6902			28950																																																			
162	第162名	1	1	1	0	6891			28900																																																			
163	第163名	1	1	1	0	6879			28850																																																			
164	第164名	1	1	1	0	6868			28800																																																			
165	第165名	1	1	1	0	6857			28750																																																			
166	第166名	1	1	1	0	6846			28700																																																			
167	第167名	1	1	1	0	6835			28650																																																			
168	第168名	1	1	1	0	6824			28600																																																			
169	第169名	1	1	1	0	6813			28550																																																			
170	第170名	1	1	1	0	6802			28500																																																			
171	第171名	1	1	1	0	6791			28450																																																			
172	第172名	1	1	1	0	6780			28400																																																			
173	第173名	1	1	1	0	6769			28350																																																			
174	第174名	1	1	1	0	6758			28300																																																			
175	第175名	1	1	1	0	6747			28250																																																			
176	第176名	1	1	1	0	6736			28200																																																			
177	第177名	1	1	1	0	6726			28150																																																			
178	第178名	1	1	1	0	6715			28100																																																			
179	第179名	1	1	1	0	6704			28050																																																			
180	第180名	1	1	1	0	6694			28000																																																			
181	第181名	1	1	1	0	6683			27950																																																			
182	第182名	1	1	1	0	6673			27900																																																			
183	第183名	1	1	1	0	6662			27850																																																			
184	第184名	1	1	1	0	6651			27800																																																			
185	第185名	1	1	1	0	6641			27750																																																			
186	第186名	1	1	1	0	6631			27700																																																			
187	第187名	1	1	1	0	6620			27650																																																			
188	第188名	1	1	1	0	6610			27600																																																			
189	第189名	1	1	1	0	6599			27550																																																			
190	第190名	1	1	1	0	6589			27500																																																			
191	第191名	1	1	1	0	6579			27450																																																			
192	第192名	1	1	1	0	6569			27400																																																			
193	第193名	1	1	1	0	6558			27350																																																			
194	第194名	1	1	1	0	6548			27300																																																			
195	第195名	1	1	1	0	6538			27250																																																			
196	第196名	1	1	1	0	6528			27200																																																			
197	第197名	1	1	1	0	6518			27150																																																			
198	第198名	1	1	1	0	6508			27100																																																			
199	第199名	1	1	1	0	6498			27050																																																			
200	第200名	1	1	1	0	6488			27000																																																			
201	第201名	1	1	1	0	6478			26950																																																			
202	第202名	1	1	1	0	6468			26900																																																			
203	第203名	1	1	1	0	6458			26850																																																			
204	第204名	1	1	1	0	6448			26800																																																			
205	第205名	1	1	1	0	6438			26750																																																			
206	第206名	1	1	1	0	6428			26700																																																			
207	第207名	1	1	1	0	6419			26650																																																			
208	第208名	1	1	1	0	6409			26600																																																			
209	第209名	1	1	1	0	6399			26550																																																			
210	第210名	1	1	1	0	6389			26500																																																			
211	第211名	1	1	1	0	6380			26450																																																			
212	第212名	1	1	1	0	6370			26400																																																			
213	第213名	1	1	1	0	6361			26350																																																			
214	第214名	1	1	1	0	6351			26300																																																			
215	第215名	1	1	1	0	6341			26250																																																			
216	第216名	1	1	1	0	6332			26200																																																			
217	第217名	1	1	1	0	6322			26150																																																			
218	第218名	1	1	1	0	6313			26100																																																			
219	第219名	1	1	1	0	6303			26050																																																			
220	第220名	1	1	1	0	6294			26000																																																			
221	第221名	1	1	1	0	6285			25950																																																			
222	第222名	1	1	1	0	6275			25900																																																			
223	第223名	1	1	1	0	6266			25850																																																			
224	第224名	1	1	1	0	6257			25800																																																			
225	第225名	1	1	1	0	6247			25750																																																			
226	第226名	1	1	1	0	6238			25700																																																			
227	第227名	1	1	1	0	6229			25650																																																			
228	第228名	1	1	1	0	6220			25600																																																			
229	第229名	1	1	1	0	6211			25550																																																			
230	第230名	1	1	1	0	6202			25500																																																			
231	第231名	1	1	1	0	6192			25450																																																			
232	第232名	1	1	1	0	6183			25400																																																			
233	第233名	1	1	1	0	6174			25350																																																			
234	第234名	1	1	1	0	6165			25300																																																			
235	第235名	1	1	1	0	6156			25250																																																			
236	第236名	1	1	1	0	6147			25200																																																			
237	第237名	1	1	1	0	6138			25150																																																			
238	第238名	1	1	1	0	6129			25100																																																			
239	第239名	1	1	1	0	6121			25050																																																			
240	第240名	1	1	1	0	6112			25000																																																			
241	第241名	1	1	1	0	6103			24950																																																			
242	第242名	1	1	1	0	6094			24900																																																			
243	第243名	1	1	1	0	6085			24850																																																			
244	第244名	1	1	1	0	6076			24800																																																			
245	第245名	1	1	1	0	6068			24750																																																			
246	第246名	1	1	1	0	6059			24700																																																			
247	第247名	1	1	1	0	6050			24650																																																			
248	第248名	1	1	1	0	6042			24600																																																			
249	第249名	1	1	1	0	6033			24550																																																			
250	第250名	1	1	1	0	6024			24500																																																			
251	第251名	1	1	1	0	6016			24450																																																			
252	第252名	1	1	1	0	6007			24400																																																			
253	第253名	1	1	1	0	5999			24350																																																			
254	第254名	1	1	1	0	5990			24300																																																			
255	第255名	1	1	1	0	5982			24250																																																			
256	第256名	1	1	1	0	5973			24200																																																			
257	第257名	1	1	1	0	5965			24150																																																			
258	第258名	1	1	1	0	5956			24100																																																			
259	第259名	1	1	1	0	5948			24050																																																			
260	第260名	1	1	1	0	5939			24000																																																			
261	第261名	1	1	1	0	5931			23950																																																			
262	第262名	1	1	1	0	5923			23900																																																			
263	第263名	1	1	1	0	5914			23850																																																			
264	第264名	1	1	1	0	5906			23800																																																			
265	第265名	1	1	1	0	5898			23750																																																			
266	第266名	1	1	1	0	5890			23700																																																			
267	第267名	1	1	1	0	5881			23650																																																			
268	第268名	1	1	1	0	5873			23600																																																			
269	第269名	1	1	1	0	5865			23550																																																			
270	第270名	1	1	1	0	5857			23500																																																			
271	第271名	1	1	1	0	5849			23450																																																			
272	第272名	1	1	1	0	5841			23400																																																			
273	第273名	1	1	1	0	5833			23350																																																			
274	第274名	1	1	1	0	5825			23300																																																			
275	第275名	1	1	1	0	5817			23250																																																			
276	第276名	1	1	1	0	5809			23200																																																			
277	第277名	1	1	1	0	5801			23150																																																			
278	第278名	1	1	1	0	5793			23100																																																			
279	第279名	1	1	1	0	5785			23050																																																			
280	第280名	1	1	1	0	5777			23000																																																			
281	第281名	1	1	1	0	5769			22950																																																			
282	第282名	1	1	1	0	5761			22900																																																			
283	第283名	1	1	1	0	5753			22850																																																			
284	第284名	1	1	1	0	5745			22800																																																			
285	第285名	1	1	1	0	5737			22750																																																			
286	第286名	1	1	1	0	5730			22700																																																			
287	第287名	1	1	1	0	5722			22650																																																			
288	第288名	1	1	1	0	5714			22600																																																			
289	第289名	1	1	1	0	5706			22550																																																			
290	第290名	1	1	1	0	5699			22500																																																			
291	第291名	1	1	1	0	5691			22450																																																			
292	第292名	1	1	1	0	5683			22400																																																			
293	第293名	1	1	1	0	5676			22350																																																			
294	第294名	1	1	1	0	5668			22300																																																			
295	第295名	1	1	1	0	5660			22250																																																			
296	第296名	1	1	1	0	5653			22200																																																			
297	第297名	1	1	1	0	5645			22150																																																			
298	第298名	1	1	1	0	5638			22100																																																			
299	第299名	1	1	1	0	5630			22050																																																			
300	第300名	1	1	1	0	5623			22000																																																			
301	第301名	1	1	1	0	5615			21950																																																			
302	第302名	1	1	1	0	5608			21900																																																			
303	第303名	1	1	1	0	5600			21850																																																			
304	第304名	1	1	1	0	5593			21800																																																			
305	第305名	1	1	1	0	5585			21750																																																			
306	第306名	1	1	1	0	5578			21700																																																			
307	第307名	1	1	1	0	5571			21650																																																			
308	第308名	1	1	1	0	5563			21600																																																			
309	第309名	1	1	1	0	5556			21550																																																			
310	第310名	1	1	1	0	5549			21500																																																			
311	第311名	1	1	1	0	5541			21450																																																			
312	第312名	1	1	1	0	5534			21400																																																			
313	第313名	1	1	1	0	5527			21350																																																			
314	第314名	1	1	1	0	5520			21300																																																			
315	第315名	1	1	1	0	5512			21250																																																			
316	第316名	1	1	1	0	5505			21200																																																			
317	第317名	1	1	1	0	5498			21150																																																			
318	第318名	1	1	1	0	5491			21100																																																			
319	第319名	1	1	1	0	5484			21050																																																			
320	第320名	1	1	1	0	5477			21000																																																			
321	第321名	1	1	1	0	5470			20950																																																			
322	第322名	1	1	1	0	5462			20900																																																			
323	第323名	1	1	1	0	5455			20850																																																			
324	第324名	1	1	1	0	5448			20800																																																			
325	第325名	1	1	1	0	5441			20750																																																			
326	第326名	1	1	1	0	5434			20700																																																			
327	第327名	1	1	1	0	5427			20650																																																			
328	第328名	1	1	1	0	5420			20600																																																			
329	第329名	1	1	1	0	5413			20550																																																			
330	第330名	1	1	1	0	5406			20500																																																			
331	第331名	1	1	1	0	5400			20450																																																			
332	第332名	1	1	1	0	5393			20400																																																			
333	第333名	1	1	1	0	5386			20350																																																			
334	第334名	1	1	1	0	5379			20300																																																			
335	第335名	1	1	1	0	5372			20250																																																			
336	第336名	1	1	1	0	5365			20200																																																			
337	第337名	1	1	1	0	5358			20150																																																			
338	第338名	1	1	1	0	5352			20100																																																			
339	第339名	1	1	1	0	5345			20050																																																			
340	第340名	1	1	1	0	5338			20000																																																			
341	第341名	1	1	1	0	5331			19950																																																			
342	第342名	1	1	1	0	5325			19900																																																			
343	第343名	1	1	1	0	5318			19850																																																			
344	第344名	1	1	1	0	5311			19800																																																			
345	第345名	1	1	1	0	5304			19750																																																			
346	第346名	1	1	1	0	5298			19700																																																			
347	第347名	1	1	1	0	5291			19650																																																			
348	第348名	1	1	1	0	5284			19600																																																			
349	第349名	1	1	1	0	5278			19550																																																			
350	第350名	1	1	1	0	5271			19500																																																			
351	第351名	1	1	1	0	5265			19450																																																			
352	第352名	1	1	1	0	5258			19400																																																			
353	第353名	1	1	1	0	5252			19350																																																			
354	第354名	1	1	1	0	5245			19300																																																			
355	第355名	1	1	1	0	5239			19250																																																			
356	第356名	1	1	1	0	5232			19200																																																			
357	第357名	1	1	1	0	5226			19150																																																			
358	第358名	1	1	1	0	5219			19100																																																			
359	第359名	1	1	1	0	5213			19050																																																			
360	第360名	1	1	1	0	5206			19000																																																			
361	第361名	1	1	1	0	5200			18950																																																			
362	第362名	1	1	1	0	5193			18900																																																			
363	第363名	1	1	1	0	5187			18850																																																			
364	第364名	1	1	1	0	5181			18800																																																			
365	第365名	1	1	1	0	5174			18750																																																			
366	第366名	1	1	1	0	5168			18700																																																			
367	第367名	1	1	1	0	5162			18650																																																			
368	第368名	1	1	1	0	5155			18600																																																			
369	第369名	1	1	1	0	5149			18550																																																			
370	第370名	1	1	1	0	5143			18500																																																			
371	第371名	1	1	1	0	5136			18450																																																			
372	第372名	1	1	1	0	5130			18400																																																			
373	第373名	1	1	1	0	5124			18350																																																			
374	第374名	1	1	1	0	5118			18300																																																			
375	第375名	1	1	1	0	5112			18250																																																			
376	第376名	1	1	1	0	5105			18200																																																			
377	第377名	1	1	1	0	5099			18150																																																			
378	第378名	1	1	1	0	5093			18100																																																			
379	第379名	1	1	1	0	5087			18050																																																			
380	第380名	1	1	1	0	5081			18000																																																			
381	第381名	1	1	1	0	5075			17950																																																			
382	第382名	1	1	1	0	5069			17900																																																			
383	第383名	1	1	1	0	5062			17850																																																			
384	第384名	1	1	1	0	5056			17800																																																			
385	第385名	1	1	1	0	5050			17750																																																			
386	第386名	1	1	1	0	5044			17700																																																			
387	第387名	1	1	1	0	5038			17650																																																			
388	第388名	1	1	1	0	5032			17600																																																			
389	第389名	1	1	1	0	5026			17550																																																			
390	第390名	1	1	1	0	5020			17500																																																			
391	第391名	1	1	1	0	5014			17450																																																			
392	第392名	1	1	1	0	5008			17400																																																			
393	第393名	1	1	1	0	5002			17350																																																			
394	第394名	1	1	1	0	4996			17300																																																			
395	第395名	1	1	1	0	4991			17250																																																			
396	第396名	1	1	1	0	4985			17200																																																			
397	第397名	1	1	1	0	4979			17150																																																			
398	第398名	1	1	1	0	4973			17100																																																			
399	第399名	1	1	1	0	4967			17050																																																			
400	第400名	1	1	1	0	4961			17000																																																			
401	第401名	1	1	1	0	4955			16950																																																			
402	第402名	1	1	1	0	4950			16900																																																			
403	第403名	1	1	1	0	4944			16850																																																			
404	第404名	1	1	1	0	4938			16800																																																			
405	第405名	1	1	1	0	4932			16750																																																			
406	第406名	1	1	1	0	4926			16700																																																			
407	第407名	1	1	1	0	4921			16650																																																			
408	第408名	1	1	1	0	4915			16600																																																			
409	第409名	1	1	1	0	4909			16550																																																			
410	第410名	1	1	1	0	4904			16500																																																			
411	第411名	1	1	1	0	4898			16450																																																			
412	第412名	1	1	1	0	4892			16400																																																			
413	第413名	1	1	1	0	4886			16350																																																			
414	第414名	1	1	1	0	4881			16300																																																			
415	第415名	1	1	1	0	4875			16250																																																			
416	第416名	1	1	1	0	4870			16200																																																			
417	第417名	1	1	1	0	4864			16150																																																			
418	第418名	1	1	1	0	4858			16100																																																			
419	第419名	1	1	1	0	4853			16050																																																			
420	第420名	1	1	1	0	4847			16000																																																			
421	第421名	1	1	1	0	4842			15950																																																			
422	第422名	1	1	1	0	4836			15900																																																			
423	第423名	1	1	1	0	4830			15850																																																			
424	第424名	1	1	1	0	4825			15800																																																			
425	第425名	1	1	1	0	4819			15750																																																			
426	第426名	1	1	1	0	4814			15700																																																			
427	第427名	1	1	1	0	4808			15650																																																			
428	第428名	1	1	1	0	4803			15600																																																			
429	第429名	1	1	1	0	4798			15550																																																			
430	第430名	1	1	1	0	4792			15500																																																			
431	第431名	1	1	1	0	4787			15450																																																			
432	第432名	1	1	1	0	4781			15400																																																			
433	第433名	1	1	1	0	4776			15350																																																			
434	第434名	1	1	1	0	4770			15300																																																			
435	第435名	1	1	1	0	4765			15250																																																			
436	第436名	1	1	1	0	4760			15200																																																			
437	第437名	1	1	1	0	4754			15150																																																			
438	第438名	1	1	1	0	4749			15100																																																			
439	第439名	1	1	1	0	4744			15050																																																			
440	第440名	1	1	1	0	4738			15000																																																			
441	第441名	1	1	1	0	4733			14950																																																			
442	第442名	1	1	1	0	4728			14900																																																			
443	第443名	1	1	1	0	4722			14850																																																			
444	第444名	1	1	1	0	4717			14800																																																			
445	第445名	1	1	1	0	4712			14750																																																			
446	第446名	1	1	1	0	4707			14700																																																			
447	第447名	1	1	1	0	4701			14650																																																			
448	第448名	1	1	1	0	4696			14600																																																			
449	第449名	1	1	1	0	4691			14550																																																			
450	第450名	1	1	1	0	4686			14500																																																			
451	第451名	1	1	1	0	4680			14450																																																			
452	第452名	1	1	1	0	4675			14400																																																			
453	第453名	1	1	1	0	4670			14350																																																			
454	第454名	1	1	1	0	4665			14300																																																			
455	第455名	1	1	1	0	4660			14250																																																			
456	第456名	1	1	1	0	4655			14200																																																			
457	第457名	1	1	1	0	4649			14150																																																			
458	第458名	1	1	1	0	4644			14100																																																			
459	第459名	1	1	1	0	4639			14050																																																			
460	第460名	1	1	1	0	4634			14000																																																			
461	第461名	1	1	1	0	4629			13950																																																			
462	第462名	1	1	1	0	4624			13900																																																			
463	第463名	1	1	1	0	4619			13850																																																			
464	第464名	1	1	1	0	4614			13800																																																			
465	第465名	1	1	1	0	4609			13750																																																			
466	第466名	1	1	1	0	4604			13700																																																			
467	第467名	1	1	1	0	4599			13650																																																			
468	第468名	1	1	1	0	4594			13600																																																			
469	第469名	1	1	1	0	4589			13550																																																			
470	第470名	1	1	1	0	4584			13500																																																			
471	第471名	1	1	1	0	4579			13450																																																			
472	第472名	1	1	1	0	4574			13400																																																			
473	第473名	1	1	1	0	4569			13350																																																			
474	第474名	1	1	1	0	4564			13300																																																			
475	第475名	1	1	1	0	4559			13250																																																			
476	第476名	1	1	1	0	4554			13200																																																			
477	第477名	1	1	1	0	4549			13150																																																			
478	第478名	1	1	1	0	4544			13100																																																			
479	第479名	1	1	1	0	4539			13050																																																			
480	第480名	1	1	1	0	4534			13000																																																			
481	第481名	1	1	1	0	4530			12950																																																			
482	第482名	1	1	1	0	4525			12900																																																			
483	第483名	1	1	1	0	4520			12850																																																			
484	第484名	1	1	1	0	4515			12800																																																			
485	第485名	1	1	1	0	4510			12750																																																			
486	第486名	1	1	1	0	4505			12700																																																			
487	第487名	1	1	1	0	4501			12650																																																			
488	第488名	1	1	1	0	4496			12600																																																			
489	第489名	1	1	1	0	4491			12550																																																			
490	第490名	1	1	1	0	4486			12500																																																			
491	第491名	1	1	1	0	4481			12450																																																			
492	第492名	1	1	1	0	4477			12400																																																			
493	第493名	1	1	1	0	4472			12350																																																			
494	第494名	1	1	1	0	4467			12300																																																			
495	第495名	1	1	1	0	4462			12250																																																			
496	第496名	1	1	1	0	4458			12200																																																			
497	第497名	1	1	1	0	4453			12150																																																			
498	第498名	1	1	1	0	4448			12100																																																			
499	第499名	1	1	1	0	4444			12050																																																			
500	第500名	1	1	1	0	4439			12000																																																			
501	500名外	1	1	1	0	2000			11950																																																			
