Level	Desc	IsSave	IsSync	OverlayDay	AutoGive	FightingSpirit	Exp	Energy	Silver	Prestige	Item1	Item1AmountMin	Item1AmountMax	Item1Rate	Item1TimeOut	Item2	Item2AmountMin	Item2AmountMax	Item2Rate	Item2TimeOut	Item3	Item3AmountMin	Item3AmountMax	Item3Rate	Item3TimeOut	Item4	Item4AmountMin	Item4AmountMax	Item4Rate	Item4TimeOut	Item5	Item5AmountMin	Item5AmountMax	Item5Rate	Item5TimeOut	Item6	Item6AmountMin	Item6AmountMax	Item6Rate	Item6TimeOut	Item7	Item7AmountMin	Item7AmountMax	Item7Rate	Item7TimeOut	Item8	Item8AmountMin	Item8AmountMax	Item8Rate	Item8TimeOut	Item9	Item9AmountMin	Item9AmountMax	Item9Rate	Item9TimeOut	Item10	Item10AmountMin	Item10AmountMax	Item10Rate	Item10TimeOut
301	帮贡大礼包	0	0	0	1						18,1,262,0	90	90	100		18,1,263,0	60	60	100		18,1,264,0	50	50	100		18,1,265,0	30	30	100																															
302	属性丹大礼包	0	0	0	1						18,1,152,0	20	20	100		18,1,155,0	20	20	100		18,1,158,0	20	20	100		18,1,161,0	20	20	100		18,1,164,0	20	20	100		18,1,167,0	20	20	100		18,1,170,0	20	20	100																
303	1折幻化果包	0	0	0	1						18,1,30,0	1000	1000	100																																														
304	2折幻化果包	0	0	0	1						18,1,30,0	1000	1000	100																																														
305	3折幻化果包	0	0	0	1						18,1,30,0	1000	1000	100																																														
306	1折神仙经验包	0	0	0	1						24,5,1,0	500	500	100																																														
307	2折神仙经验包	0	0	0	1						24,5,1,0	500	500	100																																														
308	3折神仙经验包	0	0	0	1						24,5,1,0	500	500	100																																														
309	1折神仙升阶包	0	0	0	1						24,2,8,0	100	100	100																																														
310	2折神仙升阶包	0	0	0	1						24,2,8,0	100	100	100																																														
311	3折神仙升阶包	0	0	0	1						24,2,8,0	100	100	100																																														
312	1折真气包	0	0	0	1						18,1,632,0	10	10	100																																														
313	2折真气包	0	0	0	1						18,1,632,0	10	10	100																																														
314	3折真气包	0	0	0	1						18,1,632,0	10	10	100																																														
315	1折战魂包	0	0	0	1						18,1,631,0	2	2	100																																														
316	2折战魂包	0	0	0	1						18,1,631,0	2	2	100																																														
317	3折战魂包	0	0	0	1						18,1,631,0	2	2	100																																														
318	初级属性丹包	0	0	0	1						18,1,150,0	10	10	100		18,1,153,0	10	10	100		18,1,156,0	10	10	100		18,1,159,0	10	10	100		18,1,162,0	10	10	100		18,1,165,0	10	10	100		18,1,168,0	10	10	100																
319	中级属性丹包	0	0	0	1						18,1,151,0	10	10	100		18,1,154,0	10	10	100		18,1,157,0	10	10	100		18,1,160,0	10	10	100		18,1,163,0	10	10	100		18,1,166,0	10	10	100		18,1,169,0	10	10	100																
320	高级属性丹包	0	0	0	1						18,1,152,0	10	10	100		18,1,155,0	10	10	100		18,1,158,0	10	10	100		18,1,161,0	10	10	100		18,1,164,0	10	10	100		18,1,167,0	10	10	100		18,1,170,0	10	10	100																
321	1折幻化果包	0	0	0	1						18,1,30,0	2000	2000	100																																														
322	2折幻化果包	0	0	0	1						18,1,30,0	2000	2000	100																																														
323	3折幻化果包	0	0	0	1						18,1,30,0	2000	2000	100																																														
324	开服战魂包	0	0	0	1	100000																																																						
325	开服真气包	0	0	0	1			100000																																																				
326	一级家族奖励	0	0	0	1	2000			10000																																																			
327	二级家族奖励	0	0	0	1	2500			15000		18,1,676,0	1	1	100																																														
328	三级家族奖励	0	0	0	1	3000			20000		18,1,500,0	1	1	100																																														
329	四级家族奖励	0	0	0	1	4000			30000		18,1,500,0	1	1	100																																														
330	五级家族奖励	0	0	0	1	5000			45000		18,1,628,0	1	1	100																																														
331	六级家族奖励	0	0	0	1	7500			60000		18,1,501,0	1	1	100																																														
332	七级家族奖励	0	0	0	1	9000			80000		18,1,502,0	1	1	100																																														
333	八级家族奖励	0	0	0	1	12000			100000		18,1,629,0	1	1	100																																														
334	启航礼包	0	0	0	1				20000		18,1,688,0	2	2	100		18,1,687,0	2	2	100		18,1,31,0	2	2	100		18,1,699,0	1	1	100	4320	24,15,1,0	1	1	100																										
335	永久背饰	0	0	0	1						1,13,14,1	1	1	100																																														
