PointClass	X	Y	Z	FaceDirection
pos12	7689	4312	1048576	0
pos12	7694	4444	1048576	0
pos12	7678	4220	1048576	0
pos13	7676	5525	1048576	0
pos13	7651	5619	1048576	0
pos13	7603	5752	1048576	0
pos13	7733	5639	1048576	0
pos13	7751	5572	1048576	0
pos13	7774	5504	1048576	0
pos13	7828	5496	1048576	0
pos13	7816	5614	1048576	0
pos13	7583	5584	1048576	0
pos13	7905	5441	1048576	0
pos14	6142	4078	1048576	0
pos14	6160	4206	1048576	0
pos14	6241	4295	1048576	0
pos14	6384	4293	1048576	0
pos14	6315	4209	1048576	0
pos14	6252	4110	1048576	0
pos14	6301	3985	1048576	0
pos14	6375	4111	1048576	0
pos14	6403	4323	1048576	0
pos14	6569	4174	1048576	0
pos14	6533	4039	1048576	0
pos14	6427	3968	1048576	0
pos15	4422	4449	1048576	0
pos15	4465	4570	1048576	0
pos15	4556	4657	1048576	0
pos15	4659	4583	1048576	0
pos15	4589	4516	1048576	0
pos15	4542	4390	1048576	0
pos15	4632	4291	1048576	0
pos15	4677	4409	1048576	0
pos15	4703	4533	1048576	0
pos15	4828	4461	1048576	0
pos15	4756	4373	1048576	0
pos15	4737	4328	1048576	0
pos16	3812	5737	1048576	0
pos16	3841	5811	1048576	0
pos16	3895	5888	1048576	0
pos16	3940	5939	1048576	0
pos16	3774	6032	1048576	0
pos16	3711	5834	1048576	0
pos16	3642	5971	1048576	0
pos16	3584	5868	1048576	0
pos16	3809	6019	1048576	0
pos16	3952	6037	1048576	0
pos16	3874	6161	1048576	0
pos17	2797	6896	1048576	0
pos17	2900	6894	1048576	0
pos17	2972	6847	1048576	0
pos17	2753	6837	1048576	0
pos17	2848	6821	1048576	0
pos17	2944	6748	1048576	0
pos17	2860	6692	1048576	0
pos17	2937	6661	1048576	0
pos17	2856	6637	1048576	0
pos17	3041	6755	1048576	0
pos17	2974	6675	1048576	0
pos18	4844	6033	1048576	0
pos18	4897	6168	1048576	0
pos18	4958	6215	1048576	0
pos18	4900	5962	1048576	0
pos18	4944	6034	1048576	0
pos18	5028	6164	1048576	0
pos18	4988	5893	1048576	0
pos18	5055	6005	1048576	0
pos18	5104	6108	1048576	0
pos18	5150	6032	1048576	0
pos18	5093	5941	1048576	0
pos18	5068	6311	1048576	0
pos19	5553	5567	1048576	0
pos19	5618	5605	1048576	0
pos19	5711	5607	1048576	0
pos19	5600	5488	1048576	0
pos19	5645	5507	1048576	0
pos19	5740	5499	1048576	0
pos19	5642	5365	1048576	0
pos19	5756	5368	1048576	0
pos19	5856	5417	1048576	0
pos19	5900	5424	1048576	0
pos19	5831	5675	1048576	0
pos20	5976	6205	1048576	0
pos20	5892	6376	1048576	0
pos20	6010	6410	1048576	0
pos20	6019	6336	1048576	0
pos20	6035	6247	1048576	0
pos20	6106	6334	1048576	0
pos20	6120	6432	1048576	0
pos20	6087	6170	1048576	0
pos20	5988	6053	1048576	0
pos20	6197	6228	1048576	0
pos20	5845	6284	1048576	0
pos21	6627	5983	1048576	0
pos21	6615	6078	1048576	0
pos21	6565	6177	1048576	0
pos21	6688	6176	1048576	0
pos21	6780	5965	1048576	0
pos21	6816	6002	1048576	0
pos21	6789	6091	1048576	0
pos21	6742	6202	1048576	0
pos21	6741	5869	1048576	0
pos21	6815	5886	1048576	0
pos21	6871	5928	1048576	0
pos21	6861	6051	1048576	0
pos22	4498	6937	1048576	0
pos22	3870	7301	1048576	0
pos22	3930	7288	1048576	0
pos22	4012	7274	1048576	0
pos22	3824	7232	1048576	0
pos22	3925	7220	1048576	0
pos22	4020	7192	1048576	0
pos22	3840	7162	1048576	0
pos22	3951	7171	1048576	0
pos22	4027	7143	1048576	0
pos22	4109	7176	1048576	0
pos22	4080	7110	1048576	0
pos23	6563	7419	1048576	0
pos23	6533	7322	1048576	0
pos23	6552	7262	1048576	0
pos23	6664	7217	1048576	0
pos23	6679	7319	1048576	0
pos23	6670	7423	1048576	0
pos23	6783	7399	1048576	0
pos23	6778	7336	1048576	0
pos23	6801	7232	1048576	0
pos23	6879	7336	1048576	0
pos23	6643	7169	1048576	0
pos23	6938	7252	1048576	0
boss	2254	2189	1048576	0
boss	4222	1428	1048576	0
boss	7086	1502	1048576	0
boss	6362	4176	1048576	0
boss	5749	5767	1048576	0
boss	6642	6141	1048576	0
boss	3722	6318	1048576	0
chuangsong	1554	933	1048576	0
