PointClass	X	Y	Z	FaceDirection
pos6	1473	4922	1048576	0
pos6	1702	4848	1048576	0
pos6	1807	5012	1048576	0
pos6	1906	5216	1048576	0
pos6	2104	5125	1048576	0
pos6	2125	4902	1048576	0
pos6	2072	4670	1048576	0
pos6	1701	4600	1048576	0
pos6	1383	4565	1048576	0
pos7	2447	4670	1048576	0
pos7	2372	4561	1048576	0
pos7	2342	4433	1048576	0
pos7	2380	4300	1048576	0
pos7	2563	4239	1048576	0
pos7	2732	4380	1048576	0
pos7	2874	4649	1048576	0
pos7	2893	4890	1048576	0
pos7	2733	4675	1048576	0
pos7	2614	4492	1048576	0
pos7	2241	4668	1048576	0
pos7	2298	4916	1048576	0
pos8	3013	3256	1048576	0
pos8	2960	3198	1048576	0
pos8	2920	3098	1048576	0
pos8	3064	3037	1048576	0
pos8	3149	3061	1048576	0
pos8	3227	3150	1048576	0
pos8	3379	3210	1048576	0
pos8	3375	3083	1048576	0
pos8	3504	3029	1048576	0
pos8	3675	3139	1048576	0
pos8	3788	2963	1048576	0
pos8	3883	3054	1048576	0
pos8	4032	2989	1048576	0
pos9	3731	4089	1048576	0
pos9	3671	4316	1048576	0
pos9	3762	4524	1048576	0
pos9	3971	4625	1048576	0
pos9	4195	4595	1048576	0
pos9	4386	4468	1048576	0
pos9	4515	4243	1048576	0
pos9	4400	4021	1048576	0
pos9	4279	3838	1048576	0
pos9	4051	3761	1048576	0
pos9	3861	4021	1048576	0
pos9	3729	4279	1048576	0
pos9	3840	4393	1048576	0
pos9	3991	4425	1048576	0
pos9	4227	4461	1048576	0
pos9	4323	4341	1048576	0
pos9	4256	4245	1048576	0
pos9	4200	4030	1048576	0
pos9	4042	4022	1048576	0
pos9	4100	4228	1048576	0
pos9	4044	4195	1048576	0
pos9	4183	4266	1048576	0
pos9	4069	4490	1048576	0
pos10	4021	5584	1048576	0
pos10	4095	5652	1048576	0
pos10	4172	5694	1048576	0
pos10	4275	5697	1048576	0
pos10	4439	5578	1048576	0
pos10	4587	5448	1048576	0
pos10	4600	5254	1048576	0
pos10	4476	5152	1048576	0
pos10	4284	5265	1048576	0
pos10	4168	5232	1048576	0
pos10	3976	5393	1048576	0
pos10	4137	5441	1048576	0
pos10	4281	5486	1048576	0
pos10	4449	5418	1048576	0
pos10	4327	5381	1048576	0
pos10	4324	5569	1048576	0
pos11	5283	4491	1048576	0
pos11	5386	4598	1048576	0
pos11	5473	4639	1048576	0
pos11	5648	4679	1048576	0
pos11	5771	4702	1048576	0
pos11	5856	4474	1048576	0
pos11	5863	4286	1048576	0
pos11	5758	4247	1048576	0
pos11	5630	4096	1048576	0
pos11	5529	4117	1048576	0
pos11	5634	4246	1048576	0
pos11	5517	4328	1048576	0
pos11	5489	4487	1048576	0
pos11	5401	4355	1048576	0
pos11	5658	4507	1048576	0
pos11	5777	4561	1048576	0
pos11	5720	4399	1048576	0
pos11	5765	4486	1048576	0
pos11	5628	4641	1048576	0
pos11	5621	4404	1048576	0
pos12	6674	4364	1048576	0
pos12	6700	4455	1048576	0
pos12	6773	4565	1048576	0
pos12	6904	4640	1048576	0
pos12	6841	4497	1048576	0
pos12	6783	4360	1048576	0
pos12	6871	4214	1048576	0
pos12	6737	4194	1048576	0
pos12	6957	4158	1048576	0
pos12	7059	4211	1048576	0
pos12	6935	4360	1048576	0
pos12	7011	4462	1048576	0
pos12	7094	4153	1048576	0
pos12	7148	3925	1048576	0
pos12	7059	3877	1048576	0
pos12	7278	3699	1048576	0
pos12	7315	3811	1048576	0
pos12	7448	3576	1048576	0
pos12	7318	3536	1048576	0
pos12	7155	3690	1048576	0
pos13	6380	1626	1048576	0
pos13	6399	1734	1048576	0
pos13	6427	1858	1048576	0
pos13	6515	1997	1048576	0
pos13	6584	1843	1048576	0
pos13	6495	1781	1048576	0
pos13	6452	1705	1048576	0
pos13	6375	1612	1048576	0
pos13	6478	1429	1048576	0
pos13	6566	1456	1048576	0
pos13	6589	1590	1048576	0
pos13	6690	1798	1048576	0
pos13	6837	1729	1048576	0
pos13	6636	1516	1048576	0
pos13	6586	1370	1048576	0
pos13	6707	1310	1048576	0
pos13	6840	1273	1048576	0
pos13	6807	1523	1048576	0
pos13	6968	1466	1048576	0
pos13	6894	1296	1048576	0
pos13	6814	1071	1048576	0
pos13	6682	988	1048576	0
pos13	6836	1332	1048576	0
pos13	6758	1404	1048576	0
pos13	6614	1132	1048576	0
pos13	6232	1301	1048576	0
pos13	6132	1462	1048576	0
pos14	4696	1674	1048576	0
pos14	4734	1610	1048576	0
pos14	4753	1538	1048576	0
pos14	4782	1345	1048576	0
pos14	4782	1143	1048576	0
pos14	4784	997	1048576	0
pos14	4609	1154	1048576	0
pos14	4618	1289	1048576	0
pos14	4462	1457	1048576	0
pos14	4250	1495	1048576	0
pos14	4186	1386	1048576	0
pos14	4255	1325	1048576	0
pos14	4245	1249	1048576	0
pos14	4257	1033	1048576	0
pos14	4384	859	1048576	0
pos14	4407	1118	1048576	0
pos14	4652	1349	1048576	0
pos14	4917	1336	1048576	0
pos14	5027	1212	1048576	0
pos14	4864	1509	1048576	0
pos15	1916	1139	1048576	0
pos15	1681	1177	1048576	0
pos15	1661	1358	1048576	0
pos15	1834	986	1048576	0
pos15	2044	900	1048576	0
pos15	2165	974	1048576	0
pos15	2081	1109	1048576	0
pos15	1948	1495	1048576	0
pos15	1720	1729	1048576	0
pos15	1982	1610	1048576	0
pos15	1549	1664	1048576	0
pos15	1366	1429	1048576	0
pos15	1444	1182	1048576	0
pos15	1636	1045	1048576	0
pos15	1677	1218	1048576	0
pos15	1706	1329	1048576	0
pos15	1845	1241	1048576	0
pos15	1792	1126	1048576	0
pos15	1845	855	1048576	0
pos15	2053	858	1048576	0
pos15	2252	913	1048576	0
pos16	2878	1809	1048576	0
pos16	2988	1898	1048576	0
pos16	3041	1957	1048576	0
pos16	3182	1888	1048576	0
pos16	3088	1815	1048576	0
pos16	2999	1774	1048576	0
pos16	2869	1680	1048576	0
pos16	2919	1475	1048576	0
pos16	3104	1491	1048576	0
pos16	3117	1628	1048576	0
pos16	3287	1574	1048576	0
pos16	3249	1482	1048576	0
pos16	3193	1387	1048576	0
pos16	3167	1314	1048576	0
pos16	3311	1297	1048576	0
pos16	3490	1286	1048576	0
pos16	3496	1468	1048576	0
pos16	3471	1755	1048576	0
pos17	1541	2796	1048576	0
pos17	1623	2998	1048576	0
pos17	1680	3116	1048576	0
pos17	1895	3176	1048576	0
pos17	2098	3036	1048576	0
pos17	2224	2784	1048576	0
pos17	2174	2501	1048576	0
pos17	1849	2385	1048576	0
pos17	1774	2540	1048576	0
pos17	1826	2692	1048576	0
pos17	1945	2765	1048576	0
pos17	2002	2626	1048576	0
pos17	1938	2514	1048576	0
pos17	1888	2741	1048576	0
pos17	1886	2762	1048576	0
pos17	1857	2613	1048576	0
pos17	2043	2839	1048576	0
pos17	2023	2618	1048576	0
pos17	1765	2720	1048576	0
pos17	1887	2897	1048576	0
boss	6768	1455	1048576	0
boss	5675	4486	1048576	0
boss	3982	4306	1048576	0
boss	1653	6953	1048576	0
boss	3452	6865	1048576	0
boss	6890	6640	1048576	0
boss	4688	1354	1048576	0
boss	2007	1559	1048576	0
chuangsong	2236	7356	1048576	0
