FactionId	RouteId	Level	Con	Str	Agi	Int	Spi
1	1	92	275	46	46	550	93
1	1	93	278	47	47	556	94
1	1	94	281	47	47	562	95
1	1	95	284	48	48	568	96
1	1	96	287	48	48	574	97
1	1	97	290	49	49	580	98
1	1	98	293	49	49	586	99
1	1	99	296	50	50	592	100
1	1	100	299	50	50	598	101
1	2	1	2	1	1	3	3
1	2	2	3	1	1	6	5
1	2	3	4	2	2	9	7
1	2	4	5	2	2	12	9
1	2	5	6	3	3	15	11
1	2	6	7	3	3	18	13
1	2	7	8	4	4	21	15
1	2	8	9	4	4	24	17
1	2	9	10	5	5	27	19
1	2	10	11	5	5	30	21
1	2	11	12	6	6	33	23
1	2	12	13	6	6	36	25
1	2	13	14	7	7	39	27
1	2	14	15	7	7	42	29
1	2	15	16	8	8	45	31
1	2	16	17	8	8	48	33
1	2	17	18	9	9	51	35
1	2	18	19	9	9	54	37
1	2	19	20	10	10	57	39
1	2	20	21	10	10	60	41
1	2	21	22	11	11	63	43
1	2	22	23	11	11	66	45
1	2	23	24	12	12	69	47
1	2	24	25	12	12	72	49
1	2	25	26	13	13	75	51
1	2	26	27	13	13	78	53
1	2	27	28	14	14	81	55
1	2	28	29	14	14	84	57
1	2	29	30	15	15	87	59
1	2	30	31	15	15	90	61
1	2	31	32	16	16	93	63
1	2	32	33	16	16	96	65
1	2	33	34	17	17	99	67
1	2	34	35	17	17	102	69
1	2	35	36	18	18	105	71
1	2	36	37	18	18	108	73
1	2	37	38	19	19	111	75
1	2	38	39	19	19	114	77
1	2	39	40	20	20	117	79
1	2	40	41	20	20	120	81
1	2	41	42	21	21	123	83
1	2	42	43	21	21	126	85
1	2	43	44	22	22	129	87
1	2	44	45	22	22	132	89
1	2	45	46	23	23	135	91
1	2	46	47	23	23	138	93
1	2	47	48	24	24	141	95
1	2	48	49	24	24	144	97
1	2	49	50	25	25	147	99
1	2	50	51	25	25	150	101
1	2	51	52	26	26	153	103
1	2	52	53	26	26	156	105
1	2	53	54	27	27	159	107
1	2	54	55	27	27	162	109
1	2	55	56	28	28	165	111
1	2	56	57	28	28	168	113
1	2	57	58	29	29	171	115
1	2	58	59	29	29	174	117
1	2	59	60	30	30	177	119
1	2	60	61	30	30	180	121
1	2	61	62	31	31	183	123
1	2	62	63	31	31	186	125
1	2	63	64	32	32	189	127
1	2	64	65	32	32	192	129
1	2	65	66	33	33	195	131
1	2	66	67	33	33	198	133
1	2	67	68	34	34	201	135
1	2	68	69	34	34	204	137
1	2	69	70	35	35	207	139
1	2	70	71	35	35	210	141
1	2	71	72	36	36	213	143
1	2	72	73	36	36	216	145
1	2	73	74	37	37	219	147
1	2	74	75	37	37	222	149
1	2	75	76	38	38	225	151
1	2	76	77	38	38	228	153
1	2	77	78	39	39	231	155
1	2	78	79	39	39	234	157
1	2	79	80	40	40	237	159
1	2	80	81	40	40	240	161
1	2	81	82	41	41	243	163
1	2	82	83	41	41	246	165
1	2	83	84	42	42	249	167
1	2	84	85	42	42	252	169
1	2	85	86	43	43	255	171
1	2	86	87	43	43	258	173
1	2	87	88	44	44	261	175
1	2	88	89	44	44	264	177
1	2	89	90	45	45	267	179
1	2	90	91	45	45	270	181
1	2	91	92	46	46	273	183
1	2	92	93	46	46	276	185
1	2	93	94	47	47	279	187
1	2	94	95	47	47	282	189
1	2	95	96	48	48	285	191
1	2	96	97	48	48	288	193
1	2	97	98	49	49	291	195
1	2	98	99	49	49	294	197
1	2	99	100	50	50	297	199
1	2	100	101	50	50	300	201
2	1	1	3	1	1	3	3	
2	1	2	6	1	1	8	5	
2	1	3	9	2	2	14	7	
2	1	4	12	2	2	19	9	
2	1	5	15	3	3	25	11	
2	1	6	18	3	3	30	13	
2	1	7	21	4	4	36	15	
2	1	8	24	4	4	41	17	
2	1	9	27	5	5	47	19	
2	1	10	30	5	5	52	21	
2	1	11	33	6	6	58	23	
2	1	12	36	6	6	63	25	
2	1	13	39	7	7	69	27	
2	1	14	42	7	7	74	29	
2	1	15	45	8	8	80	31	
2	1	16	48	8	8	85	33	
2	1	17	51	9	9	91	35	
2	1	18	54	9	9	96	37	
2	1	19	57	10	10	102	39	
2	1	20	60	10	10	107	41	
2	1	21	63	11	11	113	43	
2	1	22	66	11	11	118	45	
2	1	23	69	12	12	124	47	
2	1	24	72	12	12	129	49	
2	1	25	75	13	13	135	51	
2	1	26	78	13	13	140	53	
2	1	27	81	14	14	146	55	
2	1	28	84	14	14	151	57	
2	1	29	87	15	15	157	59	
2	1	30	90	15	15	162	61	
2	1	31	93	16	16	168	63	
2	1	32	96	16	16	173	65	
2	1	33	99	17	17	179	67	
2	1	34	102	17	17	184	69	
2	1	35	105	18	18	190	71	
2	1	36	108	18	18	195	73	
2	1	37	111	19	19	201	75	
2	1	38	114	19	19	206	77	
2	1	39	117	20	20	212	79	
2	1	40	120	20	20	217	81	
2	1	41	123	21	21	223	83	
2	1	42	126	21	21	228	85	
2	1	43	129	22	22	234	87	
2	1	44	132	22	22	239	89	
2	1	45	135	23	23	245	91	
2	1	46	138	23	23	250	93	
2	1	47	141	24	24	256	95	
2	1	48	144	24	24	261	97	
2	1	49	147	25	25	267	99	
2	1	50	150	25	25	272	101	
2	1	51	153	26	26	278	103	
2	1	52	156	26	26	283	105	
2	1	53	159	27	27	289	107	
2	1	54	162	27	27	294	109	
2	1	55	165	28	28	300	111	
2	1	56	168	28	28	305	113	
2	1	57	171	29	29	311	115	
2	1	58	174	29	29	316	117	
2	1	59	177	30	30	322	119	
2	1	60	180	30	30	327	121	
2	1	61	183	31	31	333	123	
2	1	62	186	31	31	338	125	
2	1	63	189	32	32	344	127	
2	1	64	192	32	32	349	129	
2	1	65	195	33	33	355	131	
2	1	66	198	33	33	360	133	
2	1	67	201	34	34	366	135	
2	1	68	204	34	34	371	137	
2	1	69	207	35	35	377	139	
2	1	70	210	35	35	382	141	
2	1	71	213	36	36	388	143	
2	1	72	216	36	36	393	145	
2	1	73	219	37	37	399	147	
2	1	74	222	37	37	404	149	
2	1	75	225	38	38	410	151	
2	1	76	228	38	38	415	153	
2	1	77	231	39	39	421	155	
2	1	78	234	39	39	426	157	
2	1	79	237	40	40	432	159	
2	1	80	240	40	40	437	161	
2	1	81	243	41	41	443	163	
2	1	82	246	41	41	448	165	
2	1	83	249	42	42	454	167	
2	1	84	252	42	42	459	169	
2	1	85	255	43	43	465	171	
2	1	86	258	43	43	470	173	
2	1	87	261	44	44	476	175	
2	1	88	264	44	44	481	177	
2	1	89	267	45	45	487	179	
2	1	90	270	45	45	492	181	
2	1	91	273	46	46	498	183	
2	1	92	276	46	46	503	185	
2	1	93	279	47	47	509	187	
2	1	94	282	47	47	514	189	
2	1	95	285	48	48	520	191	
2	1	96	288	48	48	525	193	
2	1	97	291	49	49	531	195	
2	1	98	294	49	49	536	197	
2	1	99	297	50	50	542	199	
2	1	100	300	50	50	547	201	
2	2	1	2	1	1	3	3
2	2	2	3	1	1	4.5	4.5
2	2	3	4	2	2	6	6
2	2	4	5	2	2	7.5	7.5
2	2	5	6	3	3	9	9
2	2	6	7	3	3	10.5	10.5
2	2	7	8	4	4	12	12
2	2	8	9	4	4	13.5	13.5
2	2	9	10	5	5	15	15
2	2	10	11	5	5	16.5	16.5
2	2	11	12	6	6	18	18
2	2	12	13	6	6	19.5	19.5
2	2	13	14	7	7	21	21
2	2	14	15	7	7	22.5	22.5
2	2	15	16	8	8	24	24
2	2	16	17	8	8	25.5	25.5
2	2	17	18	9	9	27	27
2	2	18	19	9	9	28.5	28.5
2	2	19	20	10	10	30	30
2	2	20	21	10	10	31.5	31.5
2	2	21	22	11	11	33	33
2	2	22	23	11	11	34.5	34.5
2	2	23	24	12	12	36	36
2	2	24	25	12	12	37.5	37.5
2	2	25	26	13	13	39	39
2	2	26	27	13	13	40.5	40.5
2	2	27	28	14	14	42	42
2	2	28	29	14	14	43.5	43.5
2	2	29	30	15	15	45	45
2	2	30	31	15	15	46.5	46.5
2	2	31	32	16	16	48	48
2	2	32	33	16	16	49.5	49.5
2	2	33	34	17	17	51	51
2	2	34	35	17	17	52.5	52.5
2	2	35	36	18	18	54	54
2	2	36	37	18	18	55.5	55.5
2	2	37	38	19	19	57	57
2	2	38	39	19	19	58.5	58.5
2	2	39	40	20	20	60	60
2	2	40	41	20	20	61.5	61.5
2	2	41	42	21	21	63	63
2	2	42	43	21	21	64.5	64.5
2	2	43	44	22	22	66	66
2	2	44	45	22	22	67.5	67.5
2	2	45	46	23	23	69	69
2	2	46	47	23	23	70.5	70.5
2	2	47	48	24	24	72	72
2	2	48	49	24	24	73.5	73.5
2	2	49	50	25	25	75	75
2	2	50	51	25	25	76.5	76.5
2	2	51	52	26	26	78	78
2	2	52	53	26	26	79.5	79.5
2	2	53	54	27	27	81	81
2	2	54	55	27	27	82.5	82.5
2	2	55	56	28	28	84	84
2	2	56	57	28	28	85.5	85.5
2	2	57	58	29	29	87	87
2	2	58	59	29	29	88.5	88.5
2	2	59	60	30	30	90	90
2	2	60	61	30	30	91.5	91.5
2	2	61	62	31	31	93	93
2	2	62	63	31	31	94.5	94.5
2	2	63	64	32	32	96	96
2	2	64	65	32	32	97.5	97.5
2	2	65	66	33	33	99	99
2	2	66	67	33	33	100.5	100.5
2	2	67	68	34	34	102	102
2	2	68	69	34	34	103.5	103.5
2	2	69	70	35	35	105	105
2	2	70	71	35	35	106.5	106.5
2	2	71	72	36	36	108	108
2	2	72	73	36	36	109.5	109.5
2	2	73	74	37	37	111	111
2	2	74	75	37	37	112.5	112.5
2	2	75	76	38	38	114	114
2	2	76	77	38	38	115.5	115.5
2	2	77	78	39	39	117	117
2	2	78	79	39	39	118.5	118.5
2	2	79	80	40	40	120	120
2	2	80	81	40	40	121.5	121.5
2	2	81	82	41	41	123	123
2	2	82	83	41	41	124.5	124.5
2	2	83	84	42	42	126	126
2	2	84	85	42	42	127.5	127.5
2	2	85	86	43	43	129	129
2	2	86	87	43	43	130.5	130.5
2	2	87	88	44	44	132	132
2	2	88	89	44	44	133.5	133.5
2	2	89	90	45	45	135	135
2	2	90	91	45	45	136.5	136.5
2	2	91	92	46	46	138	138
2	2	92	93	46	46	139.5	139.5
2	2	93	94	47	47	141	141
2	2	94	95	47	47	142.5	142.5
2	2	95	96	48	48	144	144
2	2	96	97	48	48	145.5	145.5
2	2	97	98	49	49	147	147
2	2	98	99	49	49	148.5	148.5
2	2	99	100	50	50	150	150
2	2	100	101	50	50	151.5	151.5
3	1	1	4	3	2	1	1
3	1	2	8	8	4	3	1
3	1	3	12	13	6	5	2
3	1	4	16	18	8	7	2
3	1	5	20	23	10	9	3
3	1	6	24	28	12	11	3
3	1	7	28	33	14	13	4
3	1	8	32	38	16	15	4
3	1	9	36	43	18	17	5
3	1	10	40	48	20	19	5
3	1	11	44	53	22	21	6
3	1	12	48	58	24	23	6
3	1	13	52	63	26	25	7
3	1	14	56	68	28	27	7
3	1	15	60	73	30	29	8
3	1	16	64	78	32	31	8
3	1	17	68	83	34	33	9
3	1	18	72	88	36	35	9
3	1	19	76	93	38	37	10
3	1	20	80	98	40	39	10
3	1	21	84	103	42	41	11
3	1	22	88	108	44	43	11
3	1	23	92	113	46	45	12
3	1	24	96	118	48	47	12
3	1	25	100	123	50	49	13
3	1	26	104	128	52	51	13
3	1	27	108	133	54	53	14
3	1	28	112	138	56	55	14
3	1	29	116	143	58	57	15
3	1	30	120	148	60	59	15
3	1	31	124	153	62	61	16
3	1	32	128	158	64	63	16
3	1	33	132	163	66	65	17
3	1	34	136	168	68	67	17
3	1	35	140	173	70	69	18
3	1	36	144	178	72	71	18
3	1	37	148	183	74	73	19
3	1	38	152	188	76	75	19
3	1	39	156	193	78	77	20
3	1	40	160	198	80	79	20
3	1	41	164	203	82	81	21
3	1	42	168	208	84	83	21
3	1	43	172	213	86	85	22
3	1	44	176	218	88	87	22
3	1	45	180	223	90	89	23
3	1	46	184	228	92	91	23
3	1	47	188	233	94	93	24
3	1	48	192	238	96	95	24
3	1	49	196	243	98	97	25
3	1	50	200	248	100	99	25
3	1	51	204	253	102	101	26
3	1	52	208	258	104	103	26
3	1	53	212	263	106	105	27
3	1	54	216	268	108	107	27
3	1	55	220	273	110	109	28
3	1	56	224	278	112	111	28
3	1	57	228	283	114	113	29
3	1	58	232	288	116	115	29
3	1	59	236	293	118	117	30
3	1	60	240	298	120	119	30
3	1	61	244	303	122	121	31
3	1	62	248	308	124	123	31
3	1	63	252	313	126	125	32
3	1	64	256	318	128	127	32
3	1	65	260	323	130	129	33
3	1	66	264	328	132	131	33
3	1	67	268	333	134	133	34
3	1	68	272	338	136	135	34
3	1	69	276	343	138	137	35
3	1	70	280	348	140	139	35
3	1	71	284	353	142	141	36
3	1	72	288	358	144	143	36
3	1	73	292	363	146	145	37
3	1	74	296	368	148	147	37
3	1	75	300	373	150	149	38
3	1	76	304	378	152	151	38
3	1	77	308	383	154	153	39
3	1	78	312	388	156	155	39
3	1	79	316	393	158	157	40
3	1	80	320	398	160	159	40
3	1	81	324	403	162	161	41
3	1	82	328	408	164	163	41
3	1	83	332	413	166	165	42
3	1	84	336	418	168	167	42
3	1	85	340	423	170	169	43
3	1	86	344	428	172	171	43
3	1	87	348	433	174	173	44
3	1	88	352	438	176	175	44
3	1	89	356	443	178	177	45
3	1	90	360	448	180	179	45
3	1	91	364	453	182	181	46
3	1	92	368	458	184	183	46
3	1	93	372	463	186	185	47
3	1	94	376	468	188	187	47
3	1	95	380	473	190	189	48
3	1	96	384	478	192	191	48
3	1	97	388	483	194	193	49
3	1	98	392	488	196	195	49
3	1	99	396	493	198	197	50
3	1	100	400	498	200	199	50
3	2	1	2	1	3	3	1
3	2	2	3	1	4.5	4.5	1
3	2	3	4	2	6	6	2
3	2	4	5	2	7.5	7.5	2
3	2	5	6	3	9	9	3
3	2	6	7	3	10.5	10.5	3
3	2	7	8	4	12	12	4
3	2	8	9	4	13.5	13.5	4
3	2	9	10	5	15	15	5
3	2	10	11	5	16.5	16.5	5
3	2	11	12	6	18	18	6
3	2	12	13	6	19.5	19.5	6
3	2	13	14	7	21	21	7
3	2	14	15	7	22.5	22.5	7
3	2	15	16	8	24	24	8
3	2	16	17	8	25.5	25.5	8
3	2	17	18	9	27	27	9
3	2	18	19	9	28.5	28.5	9
3	2	19	20	10	30	30	10
3	2	20	21	10	31.5	31.5	10
3	2	21	22	11	33	33	11
3	2	22	23	11	34.5	34.5	11
3	2	23	24	12	36	36	12
3	2	24	25	12	37.5	37.5	12
3	2	25	26	13	39	39	13
3	2	26	27	13	40.5	40.5	13
3	2	27	28	14	42	42	14
3	2	28	29	14	43.5	43.5	14
3	2	29	30	15	45	45	15
3	2	30	31	15	46.5	46.5	15
3	2	31	32	16	48	48	16
3	2	32	33	16	49.5	49.5	16
3	2	33	34	17	51	51	17
3	2	34	35	17	52.5	52.5	17
3	2	35	36	18	54	54	18
3	2	36	37	18	55.5	55.5	18
3	2	37	38	19	57	57	19
3	2	38	39	19	58.5	58.5	19
3	2	39	40	20	60	60	20
3	2	40	41	20	61.5	61.5	20
3	2	41	42	21	63	63	21
3	2	42	43	21	64.5	64.5	21
3	2	43	44	22	66	66	22
3	2	44	45	22	67.5	67.5	22
3	2	45	46	23	69	69	23
3	2	46	47	23	70.5	70.5	23
3	2	47	48	24	72	72	24
3	2	48	49	24	73.5	73.5	24
3	2	49	50	25	75	75	25
3	2	50	51	25	76.5	76.5	25
3	2	51	52	26	78	78	26
3	2	52	53	26	79.5	79.5	26
3	2	53	54	27	81	81	27
3	2	54	55	27	82.5	82.5	27
3	2	55	56	28	84	84	28
3	2	56	57	28	85.5	85.5	28
3	2	57	58	29	87	87	29
3	2	58	59	29	88.5	88.5	29
3	2	59	60	30	90	90	30
3	2	60	61	30	91.5	91.5	30
3	2	61	62	31	93	93	31
3	2	62	63	31	94.5	94.5	31
3	2	63	64	32	96	96	32
3	2	64	65	32	97.5	97.5	32
3	2	65	66	33	99	99	33
3	2	66	67	33	100.5	100.5	33
3	2	67	68	34	102	102	34
3	2	68	69	34	103.5	103.5	34
3	2	69	70	35	105	105	35
3	2	70	71	35	106.5	106.5	35
3	2	71	72	36	108	108	36
3	2	72	73	36	109.5	109.5	36
3	2	73	74	37	111	111	37
3	2	74	75	37	112.5	112.5	37
3	2	75	76	38	114	114	38
3	2	76	77	38	115.5	115.5	38
3	2	77	78	39	117	117	39
3	2	78	79	39	118.5	118.5	39
3	2	79	80	40	120	120	40
3	2	80	81	40	121.5	121.5	40
3	2	81	82	41	123	123	41
3	2	82	83	41	124.5	124.5	41
3	2	83	84	42	126	126	42
3	2	84	85	42	127.5	127.5	42
3	2	85	86	43	129	129	43
3	2	86	87	43	130.5	130.5	43
3	2	87	88	44	132	132	44
3	2	88	89	44	133.5	133.5	44
3	2	89	90	45	135	135	45
3	2	90	91	45	136.5	136.5	45
3	2	91	92	46	138	138	46
3	2	92	93	46	139.5	139.5	46
3	2	93	94	47	141	141	47
3	2	94	95	47	142.5	142.5	47
3	2	95	96	48	144	144	48
3	2	96	97	48	145.5	145.5	48
3	2	97	98	49	147	147	49
3	2	98	99	49	148.5	148.5	49
3	2	99	100	50	150	150	50
3	2	100	101	50	151.5	151.5	50
4	1	1	1	3	3	1	1	
4	1	2	4	9	5	1	1	
4	1	3	7	16	7	2	2	
4	1	4	10	22	9	2	2	
4	1	5	13	29	11	3	3	
4	1	6	16	35	13	3	3	
4	1	7	19	42	15	4	4	
4	1	8	22	48	17	4	4	
4	1	9	25	55	19	5	5	
4	1	10	28	61	21	5	5	
4	1	11	31	68	23	6	6	
4	1	12	34	74	25	6	6	
4	1	13	37	81	27	7	7	
4	1	14	40	87	29	7	7	
4	1	15	43	94	31	8	8	
4	1	16	46	100	33	8	8	
4	1	17	49	107	35	9	9	
4	1	18	52	113	37	9	9	
4	1	19	55	120	39	10	10	
4	1	20	58	126	41	10	10	
4	1	21	61	133	43	11	11	
4	1	22	64	139	45	11	11	
4	1	23	67	146	47	12	12	
4	1	24	70	152	49	12	12	
4	1	25	73	159	51	13	13	
4	1	26	76	165	53	13	13	
4	1	27	79	172	55	14	14	
4	1	28	82	178	57	14	14	
4	1	29	85	185	59	15	15	
4	1	30	88	191	61	15	15	
4	1	31	91	198	63	16	16	
4	1	32	94	204	65	16	16	
4	1	33	97	211	67	17	17	
4	1	34	100	217	69	17	17	
4	1	35	103	224	71	18	18	
4	1	36	106	230	73	18	18	
4	1	37	109	237	75	19	19	
4	1	38	112	243	77	19	19	
4	1	39	115	250	79	20	20	
4	1	40	118	256	81	20	20	
4	1	41	121	263	83	21	21	
4	1	42	124	269	85	21	21	
4	1	43	127	276	87	22	22	
4	1	44	130	282	89	22	22	
4	1	45	133	289	91	23	23	
4	1	46	136	295	93	23	23	
4	1	47	139	302	95	24	24	
4	1	48	142	308	97	24	24	
4	1	49	145	315	99	25	25	
4	1	50	148	321	101	25	25	
4	1	51	151	328	103	26	26	
4	1	52	154	334	105	26	26	
4	1	53	157	341	107	27	27	
4	1	54	160	347	109	27	27	
4	1	55	163	354	111	28	28	
4	1	56	166	360	113	28	28	
4	1	57	169	367	115	29	29	
4	1	58	172	373	117	29	29	
4	1	59	175	380	119	30	30	
4	1	60	178	386	121	30	30	
4	1	61	181	393	123	31	31	
4	1	62	184	399	125	31	31	
4	1	63	187	406	127	32	32	
4	1	64	190	412	129	32	32	
4	1	65	193	419	131	33	33	
4	1	66	196	425	133	33	33	
4	1	67	199	432	135	34	34	
4	1	68	202	438	137	34	34	
4	1	69	205	445	139	35	35	
4	1	70	208	451	141	35	35	
4	1	71	211	458	143	36	36	
4	1	72	214	464	145	36	36	
4	1	73	217	471	147	37	37	
4	1	74	220	477	149	37	37	
4	1	75	223	484	151	38	38	
4	1	76	226	490	153	38	38	
4	1	77	229	497	155	39	39	
4	1	78	232	503	157	39	39	
4	1	79	235	510	159	40	40	
4	1	80	238	516	161	40	40	
4	1	81	241	523	163	41	41	
4	1	82	244	529	165	41	41	
4	1	83	247	536	167	42	42	
4	1	84	250	542	169	42	42	
4	1	85	253	549	171	43	43	
4	1	86	256	555	173	43	43	
4	1	87	259	562	175	44	44	
4	1	88	262	568	177	44	44	
4	1	89	265	575	179	45	45	
4	1	90	268	581	181	45	45	
4	1	91	271	588	183	46	46	
4	1	92	274	594	185	46	46	
4	1	93	277	601	187	47	47	
4	1	94	280	607	189	47	47	
4	1	95	283	614	191	48	48	
4	1	96	286	620	193	48	48	
4	1	97	289	627	195	49	49	
4	1	98	292	633	197	49	49	
4	1	99	295	640	199	50	50	
4	1	100	298	646	201	50	50	
4	2	1	2	2	4	1	1
4	2	2	3	3	6	1	1
4	2	3	4	4	8	2	2
4	2	4	5	5	10	2	2
4	2	5	6	6	12	3	3
4	2	6	7	7	14	3	3
4	2	7	8	8	16	4	4
4	2	8	9	9	18	4	4
4	2	9	10	10	20	5	5
4	2	10	11	11	22	5	5
4	2	11	12	12	24	6	6
4	2	12	13	13	26	6	6
4	2	13	14	14	28	7	7
4	2	14	15	15	30	7	7
4	2	15	16	16	32	8	8
4	2	16	17	17	34	8	8
4	2	17	18	18	36	9	9
4	2	18	19	19	38	9	9
4	2	19	20	20	40	10	10
4	2	20	21	21	42	10	10
4	2	21	22	22	44	11	11
4	2	22	23	23	46	11	11
4	2	23	24	24	48	12	12
4	2	24	25	25	50	12	12
4	2	25	26	26	52	13	13
4	2	26	27	27	54	13	13
4	2	27	28	28	56	14	14
4	2	28	29	29	58	14	14
4	2	29	30	30	60	15	15
4	2	30	31	31	62	15	15
4	2	31	32	32	64	16	16
4	2	32	33	33	66	16	16
4	2	33	34	34	68	17	17
4	2	34	35	35	70	17	17
4	2	35	36	36	72	18	18
4	2	36	37	37	74	18	18
4	2	37	38	38	76	19	19
4	2	38	39	39	78	19	19
4	2	39	40	40	80	20	20
4	2	40	41	41	82	20	20
4	2	41	42	42	84	21	21
4	2	42	43	43	86	21	21
4	2	43	44	44	88	22	22
4	2	44	45	45	90	22	22
4	2	45	46	46	92	23	23
4	2	46	47	47	94	23	23
4	2	47	48	48	96	24	24
4	2	48	49	49	98	24	24
4	2	49	50	50	100	25	25
4	2	50	51	51	102	25	25
4	2	51	52	52	104	26	26
4	2	52	53	53	106	26	26
4	2	53	54	54	108	27	27
4	2	54	55	55	110	27	27
4	2	55	56	56	112	28	28
4	2	56	57	57	114	28	28
4	2	57	58	58	116	29	29
4	2	58	59	59	118	29	29
4	2	59	60	60	120	30	30
4	2	60	61	61	122	30	30
4	2	61	62	62	124	31	31
4	2	62	63	63	126	31	31
4	2	63	64	64	128	32	32
4	2	64	65	65	130	32	32
4	2	65	66	66	132	33	33
4	2	66	67	67	134	33	33
4	2	67	68	68	136	34	34
4	2	68	69	69	138	34	34
4	2	69	70	70	140	35	35
4	2	70	71	71	142	35	35
4	2	71	72	72	144	36	36
4	2	72	73	73	146	36	36
4	2	73	74	74	148	37	37
4	2	74	75	75	150	37	37
4	2	75	76	76	152	38	38
4	2	76	77	77	154	38	38
4	2	77	78	78	156	39	39
4	2	78	79	79	158	39	39
4	2	79	80	80	160	40	40
4	2	80	81	81	162	40	40
4	2	81	82	82	164	41	41
4	2	82	83	83	166	41	41
4	2	83	84	84	168	42	42
4	2	84	85	85	170	42	42
4	2	85	86	86	172	43	43
4	2	86	87	87	174	43	43
4	2	87	88	88	176	44	44
4	2	88	89	89	178	44	44
4	2	89	90	90	180	45	45
4	2	90	91	91	182	45	45
4	2	91	92	92	184	46	46
4	2	92	93	93	186	46	46
4	2	93	94	94	188	47	47
4	2	94	95	95	190	47	47
4	2	95	96	96	192	48	48
4	2	96	97	97	194	48	48
4	2	97	98	98	196	49	49
4	2	98	99	99	198	49	49
4	2	99	100	100	200	50	50
4	2	100	101	101	202	50	50
